anchor_date,close_0,close_1,close_20,close_5,date_1,date_20,date_5,event_date,method,oi_diff,ret_1,ret_20,ret_5,score,session_id,symbol
2025-11-26,614.27,619.25,623.89,622.94,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,61070.0,0.00810718413726863,0.015660865743077235,0.014114314552232887,75.63532924697387,b86cad11-7393-451d-a0bd-20b401d7b5dd,QQQ
2025-11-26,22.24,22.34,24.51,22.83,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,59542.0,0.004496402877697925,0.1020683453237412,0.026528776978417268,73.7415431105447,b86cad11-7393-451d-a0bd-20b401d7b5dd,FHN
2025-11-26,80.95,80.99,80.6,80.75,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,54988.0,0.0004941321803582088,-0.004323656578134716,-0.002470660901791266,68.09736636623947,b86cad11-7393-451d-a0bd-20b401d7b5dd,HYG
2025-11-26,17.25,17.39,16.76,17.65,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,53610.0,0.008115942028985579,-0.028405797101449193,0.023188405797101463,66.38948855472154,b86cad11-7393-451d-a0bd-20b401d7b5dd,NU
2025-11-26,68.25,68.16,66.2,66.4,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,52690.0,-0.0013186813186814028,-0.03003663003663004,-0.02710622710622701,65.24925082859927,b86cad11-7393-451d-a0bd-20b401d7b5dd,LVS
2025-11-26,247.3,248.75,251.42,251.82,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,50231.0,0.005863323898099404,0.016659927213910075,0.01827739587545474,62.201593688887684,b86cad11-7393-451d-a0bd-20b401d7b5dd,IWM
2025-11-26,247.3,248.75,251.42,251.82,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,50138.0,0.005863323898099404,0.016659927213910075,0.01827739587545474,62.08633052744271,b86cad11-7393-451d-a0bd-20b401d7b5dd,IWM
2025-11-26,14.96,16.13,13.44,15.59,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Z-Score,48713.0,0.07820855614973254,-0.10160427807486638,0.04211229946524053,60.32020144078594,b86cad11-7393-451d-a0bd-20b401d7b5dd,RIOT
2025-11-26,247.3,248.75,251.42,251.82,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,73613.0,0.005863323898099404,0.016659927213910075,0.01827739587545474,4905.1,b86cad11-7393-451d-a0bd-20b401d7b5dd,IWM
2025-11-26,80.95,80.99,80.6,80.75,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,65582.0,0.0004941321803582088,-0.004323656578134716,-0.002470660901791266,4369.7,b86cad11-7393-451d-a0bd-20b401d7b5dd,HYG
2025-11-26,614.27,619.25,623.89,622.94,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,61070.0,0.00810718413726863,0.015660865743077235,0.014114314552232887,4068.9,b86cad11-7393-451d-a0bd-20b401d7b5dd,QQQ
2025-11-26,22.24,22.34,24.51,22.83,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,59542.0,0.004496402877697925,0.1020683453237412,0.026528776978417268,3967.0333333333333,b86cad11-7393-451d-a0bd-20b401d7b5dd,FHN
2025-11-26,80.95,80.99,80.6,80.75,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,54988.0,0.0004941321803582088,-0.004323656578134716,-0.002470660901791266,3663.4333333333334,b86cad11-7393-451d-a0bd-20b401d7b5dd,HYG
2025-11-26,17.25,17.39,16.76,17.65,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,53610.0,0.008115942028985579,-0.028405797101449193,0.023188405797101463,3571.5666666666666,b86cad11-7393-451d-a0bd-20b401d7b5dd,NU
2025-11-26,68.25,68.16,66.2,66.4,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,52690.0,-0.0013186813186814028,-0.03003663003663004,-0.02710622710622701,3510.233333333333,b86cad11-7393-451d-a0bd-20b401d7b5dd,LVS
2025-11-26,247.3,248.75,251.42,251.82,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,50231.0,0.005863323898099404,0.016659927213910075,0.01827739587545474,3346.3,b86cad11-7393-451d-a0bd-20b401d7b5dd,IWM
2025-11-26,247.3,248.75,251.42,251.82,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,50138.0,0.005863323898099404,0.016659927213910075,0.01827739587545474,3340.1,b86cad11-7393-451d-a0bd-20b401d7b5dd,IWM
2025-11-26,14.96,16.13,13.44,15.59,2025-11-28,2025-12-26,2025-12-04,2025-11-26,IQR,48713.0,0.07820855614973254,-0.10160427807486638,0.04211229946524053,3245.1,b86cad11-7393-451d-a0bd-20b401d7b5dd,RIOT
2025-11-26,11.37,11.44,8.94,11.57,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,14475.0,0.006156552330694787,-0.2137203166226913,0.017590149516270914,1793.520932779703,b86cad11-7393-451d-a0bd-20b401d7b5dd,DOMO
2025-11-26,15.79,16.02,13.59,14.82,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,4342.0,0.014566181127295685,-0.13932868904369855,-0.061431285623812504,1236.314011475146,b86cad11-7393-451d-a0bd-20b401d7b5dd,PSKY
2025-11-26,14.16,14.45,13.99,15.32,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,23282.0,0.020480225988700473,-0.012005649717514166,0.08192090395480234,687.6990675580577,b86cad11-7393-451d-a0bd-20b401d7b5dd,AI
2025-11-26,2.1,2.0,1.47,1.73,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,994.0,-0.04761904761904767,-0.30000000000000004,-0.17619047619047623,589.2116182572614,b86cad11-7393-451d-a0bd-20b401d7b5dd,CMBM
2025-11-26,21.53,21.87,24.49,22.9,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,10932.0,0.015791918253599713,0.13748258244310252,0.06363214119832783,420.5276575872519,b86cad11-7393-451d-a0bd-20b401d7b5dd,HPE
2025-11-26,13.78,14.16,15.08,13.94,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,295.0,0.027576197387518153,0.09433962264150941,0.011611030478954953,268.67692307692306,b86cad11-7393-451d-a0bd-20b401d7b5dd,MAGN
2025-11-26,9.79,9.71,9.18,9.58,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,504.0,-0.008171603677221473,-0.06230847803881512,-0.021450459652706755,233.07692307692307,b86cad11-7393-451d-a0bd-20b401d7b5dd,TK
2025-11-26,15.62,15.9,15.86,15.7,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,259.0,0.01792573623559557,0.015364916773367598,0.00512163892445594,162.39359267734554,b86cad11-7393-451d-a0bd-20b401d7b5dd,MANU
2025-11-26,9.79,9.71,9.18,9.58,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,293.0,-0.008171603677221473,-0.06230847803881512,-0.021450459652706755,134.15750915750914,b86cad11-7393-451d-a0bd-20b401d7b5dd,TK
2025-11-26,15.94,16.21,15.01,16.97,2025-11-28,2025-12-26,2025-12-04,2025-11-26,Pre-Event,3674.0,0.0169385194479299,-0.05834378920953576,0.06461731493099121,115.47570506286101,b86cad11-7393-451d-a0bd-20b401d7b5dd,S
2025-11-28,51.55,48.5,49.38,50.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,76273.0,-0.05916585838991262,-0.04209505334626562,-0.016682832201745823,111.70128220444055,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,IBIT
2025-11-28,248.75,245.62,249.88,250.77,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,67149.0,-0.012582914572864312,0.004542713567839085,0.008120603015075334,98.3316452570011,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,IWM
2025-11-28,90.21,88.77,88.07,88.17,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,59787.0,-0.01596275357499166,-0.02372242545172376,-0.022613900897904826,87.54391320888084,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,TLT
2025-11-28,17.39,17.48,16.66,16.7,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,50980.0,0.005175388154111449,-0.04197814836112712,-0.03967797584818866,74.6387846911146,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,NU
2025-11-28,51.55,48.5,49.38,50.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,50203.0,-0.05916585838991262,-0.04209505334626562,-0.016682832201745823,73.50022617421845,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,IBIT
2025-11-28,80.99,80.47,80.63,80.75,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,47717.0,-0.006420545746388395,-0.004444993209038128,-0.002963328806025345,69.8574250506614,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,HYG
2025-11-28,33.85,33.41,30.08,34.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,40814.0,-0.012998522895125708,-0.11137370753323494,0.02481536189069411,59.74227776348752,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,SMCI
2025-11-28,33.85,33.41,30.08,34.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Z-Score,40403.0,-0.012998522895125708,-0.11137370753323494,0.02481536189069411,59.14002866381659,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,SMCI
2025-11-28,51.55,48.5,49.38,50.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,76273.0,-0.05916585838991262,-0.04209505334626562,-0.016682832201745823,5445.642857142857,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,IBIT
2025-11-28,248.75,245.62,249.88,250.77,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,67149.0,-0.012582914572864312,0.004542713567839085,0.008120603015075334,4793.928571428572,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,IWM
2025-11-28,90.21,88.77,88.07,88.17,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,59787.0,-0.01596275357499166,-0.02372242545172376,-0.022613900897904826,4268.071428571428,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,TLT
2025-11-28,17.39,17.48,16.66,16.7,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,50980.0,0.005175388154111449,-0.04197814836112712,-0.03967797584818866,3639.0,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,NU
2025-11-28,51.55,48.5,49.38,50.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,50203.0,-0.05916585838991262,-0.04209505334626562,-0.016682832201745823,3583.5,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,IBIT
2025-11-28,80.99,80.47,80.63,80.75,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,47717.0,-0.006420545746388395,-0.004444993209038128,-0.002963328806025345,3405.9285714285716,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,HYG
2025-11-28,33.85,33.41,30.08,34.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,40814.0,-0.012998522895125708,-0.11137370753323494,0.02481536189069411,2912.8571428571427,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,SMCI
2025-11-28,33.85,33.41,30.08,34.69,2025-12-01,2025-12-29,2025-12-05,2025-11-28,IQR,40403.0,-0.012998522895125708,-0.11137370753323494,0.02481536189069411,2883.5,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,SMCI
2025-11-28,16.02,15.71,13.5,13.365,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Pre-Event,10338.0,-0.019350811485642883,-0.1573033707865168,-0.1657303370786517,5696.764269186271,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,PSKY
2025-11-28,14.47,13.92,15.17,16.43,2025-12-01,2025-12-29,2025-12-05,2025-11-28,Pre-Event,10012.0,-0.038009675190048386,0.048375950241879684,0.13545266067726325,1656.920153347875,f5894e2c-1c8d-49fd-88c4-f5b50d03e2ce,KALV
