date,open,high,low,close,volume
2005-04-27,13.3321,13.4586,13.2422,13.423,2604485.3857126
2005-04-28,12.7805,13.1224,12.7759,12.9285,4982711.4258319
2005-04-29,13.3321,13.3855,13.1851,13.2966,3383094.7768373
2005-05-02,13.3584,13.5429,13.3368,13.5176,1684418.789255
2005-05-03,13.3209,13.4118,13.2076,13.3022,1691642.4221702
2005-05-04,13.3069,13.511,13.2844,13.4904,1356242.6857569
2005-05-05,13.7283,13.7367,13.5522,13.644,1958974.5009614
2005-05-06,13.6178,13.6646,13.4904,13.5363,1515195.7115356
2005-05-09,13.6478,13.7049,13.5429,13.5906,1585546.3147856
2005-05-10,13.3481,13.4586,13.2788,13.3696,2148917.0721157
2005-05-11,13.2788,13.379,13.2422,13.3696,1678145.4938556
2005-05-12,13.1954,13.1954,12.7281,12.8217,2721800.8147587
2005-05-13,12.5193,12.6232,12.4387,12.4912,5566813.4223415
2005-05-16,12.45,12.5651,12.3797,12.4912,3426259.320365
2005-05-17,12.3601,12.6588,12.3394,12.5914,2644415.5783016
2005-05-18,12.8068,13.0016,12.7384,12.9594,3710890.7453291
2005-05-19,12.8817,12.8845,12.759,12.8592,1067236.5048351
2005-05-20,12.6232,12.67,12.4958,12.5445,1527366.4385079
2005-05-23,12.5876,12.8648,12.5876,12.8189,1881400.2647962
2005-05-24,12.9828,13.1149,12.9753,13.1149,1875313.833515
2005-05-25,12.9379,12.9379,12.8217,12.8686,1489720.2593417
2005-05-26,12.9828,13.0971,12.9828,13.0222,1414235.6979163
2005-05-27,13.0474,13.2788,13.0474,13.2788,1651523.229873
2005-05-31,13.3321,13.3321,13.1664,13.2029,1327152.747618
2005-06-01,13.2535,13.5429,13.2151,13.5429,1987499.5755656
2005-06-02,13.5363,13.6646,13.5176,13.6478,1748495.0293107
2005-06-03,13.7002,13.8116,13.6852,13.7751,2167553.2975805
2005-06-06,13.9596,13.9634,13.8491,13.9109,3045223.0950878
2005-06-07,13.8575,14.0289,13.8491,13.9109,3444133.1402272
2005-06-08,13.9109,13.9109,13.6534,13.7002,1396929.9449737
2005-06-09,13.7002,13.7217,13.6103,13.688,3880300.6871668
2005-06-10,13.7817,13.88,13.7283,13.8116,1593531.2855085
2005-06-13,13.7283,13.9521,13.6955,13.9062,1741647.260222
2005-06-14,13.8631,13.9325,13.7845,13.8987,1050880.0216133
2005-06-15,14.1207,14.3267,14.0729,14.3052,2273649.4049651
2005-06-16,14.7257,14.8521,14.6264,14.7257,4879660.6696778
2005-06-17,14.9982,15.0572,14.9598,15.0048,2879615.5711084
2005-06-20,15.0048,15.0113,14.8212,14.8839,2307687.504956
2005-06-21,14.8558,14.9664,14.7322,14.8371,2290570.7517216
2005-06-22,14.6629,14.7425,14.6423,14.7378,1521660.1422331
2005-06-23,14.5431,14.5646,14.2677,14.2836,1789946.82972
2005-06-24,14.2331,14.3586,14.0963,14.1057,2423668.1903001
2005-06-27,14.2106,14.4419,14.2106,14.3417,1693735.300295
2005-06-28,14.647,14.7257,14.6105,14.632,1810672.7299247
2005-06-29,14.5431,14.6002,14.4831,14.5431,889838.38888967
2005-06-30,14.5,14.5271,14.3211,14.3586,1312891.2781109
2005-07-01,14.3323,14.4297,14.279,14.411,1190062.823678
2005-07-05,14.6629,14.6751,14.5103,14.6002,2155770.1801793
2005-07-06,14.6348,14.7191,14.5524,14.5674,3707471.6658621
2005-07-07,14.426,14.426,14.2537,14.3857,2165462.5550457
2005-07-08,14.411,14.5271,14.411,14.5271,1277713.8408959
2005-07-11,14.5946,14.8558,14.5477,14.8418,1409674.0778404
2005-07-12,14.8315,14.9785,14.7847,14.8839,1644867.6638773
2005-07-13,14.8624,14.8999,14.7257,14.7257,1090240.0116928
2005-07-14,14.8315,14.9092,14.5271,14.6217,2200636.7888758
2005-07-15,14.5524,14.6217,14.5047,14.5524,1806102.567489
2005-07-18,14.4382,14.632,14.3735,14.6058,1989398.1150073
2005-07-19,14.4166,14.5674,14.3632,14.5365,2087884.0477006
2005-07-20,14.8053,15.09,14.78,15.0628,2066595.4195512
2005-07-21,15.252,15.4103,15.1836,15.3747,2727508.1788285
2005-07-22,15.4103,15.5404,15.4,15.5264,1981983.346794
2005-07-25,15.5142,15.5311,15.3307,15.3578,2279545.7687431
2005-07-26,15.2632,15.3578,15.1836,15.3091,1225619.3281043
2005-07-27,15.3091,15.4,15.2239,15.4,1102984.1445595
2005-07-28,15.4103,15.5685,15.3681,15.4889,1621482.9542183
2005-07-29,15.7184,15.768,15.5629,15.5798,2349133.9663905
2005-08-01,15.5685,15.5938,15.4674,15.5376,1321829.7897344
2005-08-02,15.6566,15.9038,15.635,15.8823,2716668.9921733
2005-08-03,16.2466,16.3824,16.2409,16.2409,3420554.0918852
2005-08-04,16.0508,16.1108,15.842,15.9665,1842802.6803192
2005-08-05,15.9413,16.019,15.7512,15.8308,2581288.6079668
2005-08-08,16.3299,16.3983,16.2784,16.3393,3693400.2638581
2005-08-09,16.5772,16.6989,16.4208,16.4329,3207222.539892
2005-08-10,16.4311,16.6727,16.4311,16.4947,2249313.2899953
2005-08-11,16.7242,17.0932,16.7036,17.0688,3301526.9875156
2005-08-12,17.0707,17.0932,16.83,17.0932,4162273.3026765
2005-08-15,17.0988,17.1185,16.9555,16.9817,1568432.7649361
2005-08-16,16.6184,16.7457,16.5341,16.6137,2102718.9231021
2005-08-17,16.3056,16.3346,16.1052,16.1988,2933040.5564221
2005-08-18,15.9366,16.0359,15.9197,15.9937,1667682.1710269
2005-08-19,16.2784,16.3983,16.2672,16.3983,1698489.123464
2005-08-22,16.8422,17.0932,16.8422,16.9761,2638712.4854117
2005-08-23,16.7738,16.7879,16.5303,16.5828,1772638.9411874
2005-08-24,16.0677,16.2213,16.0162,16.0574,4216653.9644809
2005-08-25,16.2409,16.2784,16.137,16.1632,2325559.1892283
2005-08-26,16.1988,16.3215,16.1052,16.1679,1567674.6305133
2005-08-29,16.1052,16.2213,16.0574,16.1838,2173260.6616503
2005-08-30,16.1679,16.2784,16.0677,16.1988,1743173.1392221
2005-08-31,16.2091,16.5144,16.1838,16.4676,2633954.3910628
2005-09-01,16.8094,17.0501,16.8094,17.0417,2960611.0223306
2005-09-02,16.8366,17.0079,16.8094,16.8722,2099106.572747
2005-09-06,16.6727,16.6727,16.52,16.5828,2599541.4950404
2005-09-07,16.5397,16.7242,16.4507,16.4554,1765035.1732659
2005-09-08,16.3093,16.4507,16.3056,16.3655,2394003.7784719
2005-09-09,16.4329,16.6184,16.3824,16.5978,1624336.1023557
2005-09-12,16.4947,16.6465,16.4095,16.4554,1896226.597838
2005-09-13,16.4872,16.5565,16.4151,16.4254,1953647.271898
2005-09-14,16.4732,16.7916,16.4732,16.7345,3390700.6803488
2005-09-15,16.815,16.9489,16.757,16.83,3789610.7254882
2005-09-16,17.3142,17.4378,17.2458,17.3826,5627465.2439553
2005-09-19,17.3563,17.5296,17.2514,17.3563,2631868.9875028
2005-09-20,17.4078,17.4453,17.1185,17.1503,2651638.1434219
2005-09-21,17.125,17.3189,17.0501,17.0707,3591104.4387418
2005-09-22,17.3189,17.346,17.1035,17.2233,2873340.1401191
2005-09-23,17.0988,17.2674,16.9368,17.1353,1979889.4008743
2005-09-26,17.42,17.6719,17.3648,17.6129,3457441.0688336
2005-09-27,17.5034,17.523,17.3563,17.4725,2596692.6180828
2005-09-28,17.7085,17.9819,17.6972,17.8761,3403248.3389425
2005-09-29,17.8761,18.04,17.7618,18.0091,1926082.1449643
2005-09-30,17.9613,18.1346,17.9061,17.9735,1843945.2209281
2005-10-03,17.6972,17.7618,17.5914,17.7347,2320428.4344378
2005-10-04,17.7553,17.8302,17.5661,17.5727,2558091.830221
2005-10-05,17.0417,17.0688,16.5725,16.6362,4182238.9328685
2005-10-06,16.6137,16.9302,16.2213,16.3983,4720133.1702098
2005-10-07,16.2147,16.461,16.2044,16.2981,3724394.0804135
2005-10-10,16.4208,16.5622,16.3589,16.4507,2246077.8712616
2005-10-11,16.403,16.5453,16.3215,16.3477,4015110.8688637
2005-10-12,16.4732,16.5669,16.0415,16.1951,3337844.8297496
2005-10-13,15.621,15.8982,15.5404,15.8673,4884606.69594
2005-10-14,15.7989,16.1304,15.7053,16.0724,2384120.2683074
2005-10-17,15.9722,16.1183,15.9104,16.0321,2113176.906956
2005-10-18,15.9366,16.0246,15.8139,15.8823,3067279.4678146
2005-10-19,15.5142,15.8954,15.3765,15.8898,4185661.2157204
2005-10-20,15.9628,16.0031,15.4271,15.4674,3975559.7434861
2005-10-21,15.6013,15.8982,15.5142,15.7989,4244790.361719
2005-10-24,15.8308,16.1183,15.8308,16.093,2972021.4792903
2005-10-25,15.9937,16.1773,15.8617,15.9366,2850141.2267833
2005-10-26,16.2091,16.6099,16.2091,16.2784,3998947.65653
2005-10-27,16.4095,16.4095,15.9413,15.9937,2569120.0165844
2005-10-28,15.9993,16.2409,15.9197,16.1632,1592009.6776882
2005-10-31,16.4095,16.5303,16.3299,16.3299,1511962.4283919
2005-11-01,16.5772,16.6605,16.461,16.4985,2186379.5905485
2005-11-02,16.1679,16.5669,16.1679,16.52,3324723.7652614
2005-11-03,16.7616,16.9555,16.7139,16.7916,3100551.9588181
2005-11-04,16.6399,16.6399,16.137,16.2737,2741006.174938
2005-11-07,16.2531,16.3589,16.0508,16.3056,2528622.8248708
2005-11-08,16.3093,16.5079,16.2147,16.3983,1284940.677196
2005-11-09,16.1454,16.3299,16.0874,16.1716,2136182.5494037
2005-11-10,16.2934,16.3056,15.9628,16.1248,2927339.5991221
2005-11-11,16.152,16.5669,16.1454,16.5303,2330118.6737144
2005-11-14,16.5622,16.6249,16.2887,16.3889,1392368.3248977
2005-11-15,16.4254,16.7673,16.403,16.4947,2465304.7192378
2005-11-16,16.1773,16.4826,16.1426,16.4676,2903384.6869536
2005-11-17,16.6558,16.8506,16.6465,16.83,3286316.2482876
2005-11-18,16.9817,16.9883,16.6727,16.83,2318522.4204314
2005-11-21,16.9555,17.0454,16.8422,17.0079,2551249.4001071
2005-11-22,16.7776,17.3563,16.6465,16.8665,2579392.204115
2005-11-23,16.83,16.9883,16.7457,16.7673,1762374.2282216
2005-11-25,17.2514,17.3526,17.1503,17.1981,1439137.7442158
2005-11-28,17.0623,17.1091,16.9087,17.0229,2494782.2669477
2005-11-29,17.1456,17.2617,17.0351,17.0623,1555697.1744291
2005-11-30,17.0417,17.0417,16.7673,16.919,1632890.2077931
2005-12-01,16.83,17.2458,16.83,17.1878,3838665.2260241
2005-12-02,17.4378,17.5343,17.3348,17.3779,3034764.0434389
2005-12-05,17.4453,17.4565,17.2617,17.3601,3577034.1045328
2005-12-06,17.3245,17.6129,17.2514,17.4378,3469228.4574147
2005-12-07,17.3826,17.435,17.1185,17.1718,3542814.4793984
2005-12-08,17.0688,17.2833,16.9761,17.1456,2640805.3635365
2005-12-09,17.3975,17.3975,17.1409,17.1878,2179538.2282295
2005-12-12,17.6186,17.6298,17.2889,17.4312,2400280.2772562
2005-12-13,17.4135,17.4921,17.302,17.3095,2916124.5486404
2005-12-14,17.302,17.3526,17.1409,17.1456,2351033.5736272
2005-12-15,17.1924,17.3348,16.9883,17.0688,1757246.676816
2005-12-16,17.0566,17.1456,16.9761,16.9883,1991296.6544491
2005-12-19,17.2514,17.302,16.9883,17.0051,1322210.9925357
2005-12-20,17.3348,17.3779,17.1981,17.2458,2733589.2711348
2005-12-21,17.346,17.6298,17.3282,17.5567,1731002.4122498
2005-12-22,17.3779,17.3826,17.2561,17.3245,1580983.6269147
2005-12-23,17.2758,17.4135,17.155,17.3779,940227.63312757
2005-12-27,17.302,17.4078,16.9621,17.0417,1379250.4637944
2005-12-28,17.5155,17.6298,17.4874,17.5202,1760091.2825937
2005-12-29,17.6719,17.7815,17.5408,17.6822,1457397.0380591
2005-12-30,17.6972,17.6972,17.4659,17.5783,1142335.5922794
2006-01-03,17.9875,18.4286,17.9875,18.408,3228703.3711345
2006-01-04,18.4652,18.9278,18.4183,18.8248,3200183.6355051
2006-01-05,18.8248,18.8248,18.3715,18.4399,2063742.2714138
2006-01-06,18.6393,18.9634,18.6347,18.8023,2508279.1952624
2006-01-09,19.0926,19.1806,18.9699,19.1067,2305022.2887319
2006-01-10,18.408,19.0008,18.3771,18.8341,8446430.0612448
2006-01-11,18.9559,19.1441,18.8341,19.0701,2840067.6491156
2006-01-12,19.0327,19.0392,18.6703,18.7189,4133185.5001275
2006-01-13,18.7714,18.9063,18.644,18.8491,2197404.573527
2006-01-17,18.9231,19.4082,18.88,19.2387,6531562.9667622
2006-01-18,19.1441,19.1554,18.8023,18.88,5239019.5894396
2006-01-19,19.5281,19.7004,19.47,19.5749,4863499.592934
2006-01-20,19.6395,19.7276,19.2284,19.2387,4220075.1795378
2006-01-23,19.6695,19.6948,19.4223,19.5646,4060171.8162433
2006-01-24,19.4766,19.663,19.3333,19.6423,4092686.172824
2006-01-25,20.0123,20.4421,20.0123,20.3953,5846503.0922233
2006-01-26,20.179,20.6631,20.179,20.4056,6172775.3173049
2006-01-27,20.6163,20.7746,20.4655,20.7587,3644726.9661235
2006-01-30,20.754,20.8963,20.6163,20.8373,3000158.9443234
2006-01-31,20.5124,20.8795,20.3326,20.7474,4921489.4017086
2006-02-01,20.7643,20.9057,20.5704,20.6163,3213109.2935153
2006-02-02,20.3541,20.5704,19.7341,20.1949,5616440.2609768
2006-02-03,20.2061,20.2061,19.78,20.0647,4370097.1682577
2006-02-06,20.0647,20.4056,19.9907,20.3953,4036784.9709943
2006-02-07,20.4112,20.4112,19.4082,19.4597,6079040.0043958
2006-02-08,19.0533,19.2247,18.7967,19.1385,6867530.7700951
2006-02-09,19.396,19.6751,19.3277,19.3839,8431217.1864269
2006-02-10,19.3024,19.323,18.571,18.8594,5679751.95984
2006-02-13,18.5354,18.5354,18.2769,18.4399,4342523.4989643
2006-02-14,18.4549,19.2603,18.4239,19.0186,5178741.4960623
2006-02-15,19.028,19.2443,18.7761,18.8753,4983662.8311427
2006-02-16,18.7246,19.219,18.6028,19.0233,7578834.9092002
2006-02-17,19.219,19.3436,19.0655,19.0926,5385043.7538233
2006-02-21,19.6423,19.7238,19.4597,19.5122,4001611.8049592
2006-02-22,19.5646,19.7079,19.544,19.5712,5733752.486638
2006-02-23,19.5646,19.5871,19.2387,19.249,5073601.0651684
2006-02-24,19.249,19.3904,19.1497,19.2752,4971115.172549
2006-02-27,19.3436,19.3539,19.1188,19.1216,4125386.325728
2006-02-28,19.0964,19.0964,18.8875,18.9812,6144635.7166819
2006-03-01,19.013,19.1385,18.9503,19.0926,3945520.5356263
2006-03-02,18.9006,19.4597,18.9006,19.2799,3651949.5312437
2006-03-03,19.0814,19.3389,19.0392,19.1497,2880758.1117173
2006-03-06,19.175,19.1919,18.674,18.7508,4366291.5470146
2006-03-07,18.3022,18.3556,18.04,18.2076,4625067.3847785
2006-03-08,17.6186,18.1552,17.5914,17.9978,6260051.5384913
2006-03-09,18.1289,18.3715,17.995,18.0662,5974466.5726265
2006-03-10,18.0231,18.3556,17.8817,18.3228,2744050.4583736
2006-03-13,18.3022,18.4492,18.1673,18.3621,3513722.4056697
2006-03-14,18.3556,18.7189,18.3022,18.6496,4669371.2655303
2006-03-15,19.1554,19.2443,19.0814,19.1263,6241984.447741
2006-03-16,19.2247,19.3071,19.0655,19.1863,4218365.6398043
2006-03-17,19.219,19.3492,18.9503,19.1385,3940385.509656
2006-03-20,19.2706,19.3539,19.0861,19.102,2745380.9308957
2006-03-21,19.0392,19.1441,18.6974,18.7386,3313127.5119784
2006-03-22,19.013,19.249,18.9849,19.1554,2473102.8258424
2006-03-23,19.4082,19.5646,19.3071,19.4494,3697199.4783315
2006-03-24,19.6423,19.854,19.5225,19.6817,4280349.0017353
2006-03-27,19.8643,19.9804,19.7847,19.9289,3164630.3344637
2006-03-28,19.8137,20.0057,19.6227,19.6948,3189350.8556197
2006-03-29,19.854,20.3813,19.8278,20.2913,3469801.8633091
2006-03-30,20.6959,21.2222,20.6959,21.1529,6611233.2844371
2006-03-31,20.8373,21.137,20.6257,20.9591,5791365.3637911
2006-04-03,21.8366,22.2046,21.728,21.9471,6765809.4186682
2006-04-04,22.1794,22.3367,22.037,22.0997,4877944.7231745
2006-04-05,22.6158,22.9838,22.4715,22.8789,5323436.2557188
2006-04-06,22.8686,23.1411,22.5624,22.8789,4948870.8679089
2006-04-07,22.5671,22.6523,22.1054,22.3264,4933276.7902897
2006-04-10,22.6158,22.8471,22.4641,22.598,4123108.7190749
2006-04-11,23.2058,23.2994,22.731,22.9061,5860953.5614386
2006-04-12,22.494,23.0456,22.494,22.9567,5861144.6967367
2006-04-13,22.4069,22.7937,22.3264,22.6991,4853041.6090801
2006-04-17,23.1262,23.4895,23.0587,23.4212,3745877.0472459
2006-04-18,23.6834,24.3773,23.6778,24.3773,7424826.8418887
2006-04-19,24.3146,24.8194,24.1507,24.7772,4305256.3870095
2006-04-20,24.324,24.3895,23.2779,23.4895,6880845.1054713
2006-04-21,23.8295,24.2987,23.7349,24.1413,5070748.9848259
2006-04-24,24.2678,24.2931,23.8875,24.072,3318068.1992658
2006-04-25,24.2191,24.3389,23.7986,24.0336,3729336.9032907
2006-04-26,24.0777,24.2931,23.9784,24.1507,7207309.533646
2006-04-27,23.2919,23.7349,23.0091,23.3313,7771639.1708516
2006-04-28,23.3771,24.0196,23.3771,23.9615,4566884.3051159
2006-05-01,24.5618,24.7707,24.4298,24.4813,3392222.288169
2006-05-02,24.6368,24.8231,24.3979,24.8147,4430178.7873621
2006-05-03,24.7407,24.7548,24.353,24.6986,4381882.4212489
2006-05-04,24.7032,24.914,24.4813,24.5946,6422995.9818365
2006-05-05,25.0338,25.3869,24.9711,25.1771,5625564.5689237
2006-05-08,25.6004,25.6004,24.9289,25.0385,5243006.7358262
2006-05-09,25.0338,25.8964,25.0338,25.8814,5505021.1957086
2006-05-10,25.7503,25.9853,25.5985,25.8664,5267348.1897708
2006-05-11,26.4302,26.6858,25.518,25.5452,7459814.2116005
2006-05-12,25.6707,25.8224,24.8559,25.1331,6792237.3439678
2006-05-15,23.5626,24.1132,23.2994,23.5626,12976425.253822
2006-05-16,24.0336,24.2462,23.3771,23.9362,7509244.5759628
2006-05-17,23.5364,23.866,22.9567,23.1149,12822223.915623
2006-05-18,22.9567,23.1683,22.6158,22.7038,8648164.2921601
2006-05-19,22.6158,22.8883,21.772,22.7413,12887253.696579
2006-05-22,21.6006,21.8684,20.9169,21.7486,12320076.250211
2006-05-23,22.6158,22.9801,22.4856,22.5717,9943751.9529182
2006-05-24,21.8787,22.4575,21.5425,21.9256,9697334.7740398
2006-05-25,22.2206,22.7413,22.0567,22.6626,4859882.9713991
2006-05-26,23.2451,23.2741,22.9005,23.1786,4170261.4767842
2006-05-30,23.2638,23.2741,22.6345,22.8143,5254039.1933695
2006-05-31,22.6954,22.9922,22.509,22.7628,4816914.9021443
2006-06-01,22.0108,22.4069,21.7907,22.3873,7504492.8883837
2006-06-02,22.6158,22.6467,22.2103,22.5352,5712644.3158371
2006-06-05,22.642,22.6673,21.8628,21.9199,5896127.7952687
2006-06-06,21.432,21.6427,21.1483,21.5781,6454558.9331064
2006-06-07,21.2953,21.8235,21.1483,21.2428,8456696.9098006
2006-06-08,20.8158,20.8223,19.7238,20.7381,15952062.286853
2006-06-09,20.6435,21.0012,20.4655,20.7221,8156277.0685343
2006-06-12,20.9319,21.0274,20.2108,20.237,5814179.8709407
2006-06-13,19.3277,19.8381,18.8295,19.1338,11459709.002261
2006-06-14,19.6489,20.2108,19.3839,19.898,8513736.3810594
2006-06-15,20.4421,21.4751,20.4421,21.2578,9711024.9732425
2006-06-16,21.0377,21.1436,20.621,20.99,5684505.783009
2006-06-19,21.0106,21.0377,20.1378,20.3073,4818625.5096728
2006-06-20,20.7587,21.137,20.6397,20.6903,5043938.7889301
2006-06-21,21.0377,21.6961,20.9628,21.506,3607459.8541687
2006-06-22,21.6156,21.6212,21.0921,21.4685,3961681.6123702
2006-06-23,20.8158,21.6006,20.7746,21.3047,4652637.850687
2006-06-26,21.6371,21.6727,21.2737,21.3168,4748844.0411373
2006-06-27,21.5388,21.6006,20.9694,21.0415,6030937.9769656
2006-06-28,21.122,21.2222,21.0068,21.0687,4775844.3045363
2006-06-29,21.5219,22.3695,21.4414,22.2693,7133158.6481276
2006-06-30,22.8733,23.0316,22.494,22.6523,7000820.4117668
2006-07-03,22.8415,23.1411,22.8115,23.0943,3266920.8206051
2006-07-05,22.3788,22.4528,21.9106,22.2786,6492206.1800675
2006-07-06,22.2833,22.6588,22.2421,22.494,4800181.4873011
2006-07-07,22.8312,22.9894,22.5034,22.5942,5189202.6833011
2006-07-10,22.7207,22.8789,22.5212,22.6523,3932211.539225
2006-07-11,22.9894,23.2189,22.7881,23.187,4973392.779202
2006-07-12,23.2994,23.4933,23.0531,23.2189,4259625.2371205
2006-07-13,22.8527,22.9154,22.4903,22.6158,5323626.323222
2006-07-14,22.3788,22.5352,21.8572,22.1943,5159920.5420691
2006-07-17,21.8525,22.0304,21.5903,21.6652,5934917.5828387
2006-07-18,21.7214,21.9106,21.1586,21.5744,5738888.5804033
2006-07-19,21.6006,22.4903,21.6006,22.3208,8039917.3159788
2006-07-20,22.4575,22.5249,21.9583,22.0426,7328803.2443769
2006-07-21,22.1681,22.1737,21.6652,21.8572,7059576.8973238
2006-07-24,21.7991,22.3264,21.6521,22.2571,5743261.2007711
2006-07-25,22.2252,22.5249,21.875,22.421,4121965.1106711
2006-07-26,22.0876,22.3461,21.8787,22.2786,4491021.7442741
2006-07-27,22.6345,22.8415,22.2046,22.3423,4070059.5975877
2006-07-28,22.3938,22.6036,22.2159,22.5671,4602627.6736605
2006-07-31,22.126,22.3264,22.0745,22.1943,4468016.1018264
2006-08-01,21.9949,22.0258,21.5856,21.9059,5618148.7329154
2006-08-02,22.0876,22.4856,22.0876,22.2758,4069680.5303763
2006-08-03,22.1166,22.4641,22.0876,22.2693,3976132.0815855
2006-08-04,22.7778,22.8527,22.3423,22.421,5596662.562698
2006-08-07,22.1943,22.4641,22.1644,22.3161,3865660.1504483
2006-08-08,22.0876,22.2936,21.8319,21.9106,3172992.236808
2006-08-09,21.8272,22.0801,21.742,21.816,5178932.6313604
2006-08-10,21.594,21.7795,21.5107,21.7111,4555289.1196279
2006-08-11,21.6371,21.8366,21.5219,21.6006,5049834.0849131
2006-08-14,21.8525,21.9256,21.6727,21.6905,2311677.8547275
2006-08-15,21.8272,22.1101,21.7214,21.9949,3679136.658761
2006-08-16,22.4257,22.7984,22.4004,22.5942,6578717.8600614
2006-08-17,23.0194,23.0363,22.2786,22.3844,6659528.5827553
2006-08-18,22.5165,22.6345,22.2833,22.5165,3617347.6355131
2006-08-21,22.8415,23.1149,22.7937,22.9922,3248291.0019101
2006-08-22,22.8255,23.0363,22.7469,22.8574,4321228.4640452
2006-08-23,22.6204,22.7984,22.1822,22.3629,5244911.6820377
2006-08-24,22.2,22.2421,21.4882,21.742,5802581.4820678
2006-08-25,21.816,21.9677,21.669,21.9059,3103409.3781353
2006-08-28,21.8787,22.1363,21.8272,21.963,2492690.456618
2006-08-29,22.1897,22.2477,21.8235,22.1943,4007311.6944642
2006-08-30,22.3011,22.3423,21.8319,22.0951,4400895.5783352
2006-08-31,22.1943,22.1943,21.8787,22.141,4054279.7236452
2006-09-01,22.1587,22.4575,22.0108,22.4416,4403940.9295657
2006-09-05,22.7984,23.0456,22.7094,22.9407,4032600.2825398
2006-09-06,22.2477,22.2571,21.9949,22.0482,4213615.0200201
2006-09-07,21.7008,21.772,21.4114,21.6652,5393976.926472
2006-09-08,21.2325,21.2485,21.0106,21.1792,6178674.8844677
2006-09-11,20.2745,20.3166,19.8184,19.898,10016003.2312
2006-09-12,20.1237,20.2005,19.544,19.6395,9868645.3909092
2006-09-13,19.9692,20.1949,19.898,20.1237,4691230.0961892
2006-09-14,20.3541,20.4056,19.8325,19.9289,5347014.2362659
2006-09-15,19.8755,19.898,19.5955,19.7435,4124629.2591002
2006-09-18,19.9224,20.4356,19.8699,20.1949,4531139.8687763
2006-09-19,19.8821,19.9439,19.2752,19.5019,5487332.1043748
2006-09-20,19.6695,19.7116,19.2059,19.3492,8785059.877417
2006-09-21,19.7585,19.8278,19.4157,19.663,7751859.3369829
2006-09-22,19.7847,19.7847,19.1966,19.3127,4738003.7866871
2006-09-25,18.7967,19.0327,18.2713,19.0327,11725521.608822
2006-09-26,19.0861,19.663,19.0233,19.6489,6756877.3138144
2006-09-27,19.9804,20.2483,19.9064,20.2183,9708748.4343844
2006-09-28,20.1424,20.3007,20.0863,20.1424,4950964.8138286
2006-09-29,20.5751,20.5751,19.854,19.9224,3213306.8355832
2006-10-02,20.1696,20.385,20.0647,20.179,3958827.3964378
2006-10-03,19.986,20.0057,19.5225,19.6077,9738407.5072378
